GGBS_kg_m3,GGBS_CaO_%,GGBS_SiO2_%,GGBS_Al2O3_%,FlyAsh_kg_m3,FA_CaO_%,FA_SiO2_%,FA_Al2O3_%,SF_CaO_%,SF_SiO2_%,SF_Al2O3_%,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,Total Na2SiO3 (kg in 1m3 of mix),Coarse Aggregate (kg/m3),Fine Aggregates (kg/m3),Activator_Binder_Ratio,Water_Binder_Ratio,Superplasticizer_%,Relative Humidity,CS 7 day (Mpa),CS 28 day (Mpa),Total_Binders,Total_SiO2,Total_CaO,Total_Al2O3,SiO2 / Al2O3,CaO / Al2O3,CaO / SiO2
0.0,0.0,0.0,0.0,1600.0,2.9,55.3,25.8,0.0,0.0,0.0,0.0,9.0,800.0,0.0,2400.0,0.5,0.1,14.5,65.0,8.6,13.1,1600.0,55.3,2.9,25.8,2.143410852713178,2.143410852713178,0.05244122965641953
0.0,0.0,0.0,0.0,1600.0,2.9,55.3,25.8,0.0,0.0,0.0,200.0,9.0,600.0,0.0,2400.0,0.5,0.1,10.5,65.0,14.6,32.3,1600.0,55.3,2.9,25.8,2.143410852713178,2.143410852713178,0.05244122965641953
0.0,0.0,0.0,0.0,1600.0,2.9,55.3,25.8,0.0,0.0,0.0,400.0,9.0,400.0,0.0,2400.0,0.5,0.1,8.01,65.0,18.2,43.1,1600.0,55.3,2.9,25.8,2.143410852713178,2.143410852713178,0.05244122965641953
0.0,0.0,0.0,0.0,1600.0,2.9,55.3,25.8,0.0,0.0,0.0,600.0,9.0,200.0,0.0,2400.0,0.5,0.1,6.32,65.0,17.6,22.8,1600.0,55.3,2.9,25.8,2.143410852713178,2.143410852713178,0.05244122965641953
0.0,0.0,0.0,0.0,1600.0,2.9,55.3,25.8,0.0,0.0,0.0,800.0,9.0,0.0,0.0,2400.0,0.5,0.1,5.0,65.0,5.9,138.0,1600.0,55.3,2.9,25.8,2.143410852713178,2.143410852713178,0.05244122965641953
400.0,40.7,32.4,14.96,200.0,2.27,62.2,27.5,0.92,85.76,1.89,56.0,10.0,84.0,1208.0,650.0,0.35,0.12,5.0,65.0,40.89,46.75,600.0,42.333333333333336,27.89,19.14,2.211772901428074,2.211772901428074,0.6588188976377952
400.0,40.7,32.4,14.96,200.0,2.27,62.2,27.5,0.92,85.76,1.89,60.0,12.0,120.0,1182.0,636.0,0.45,0.12,5.0,65.0,38.47,38.98,600.0,42.333333333333336,27.89,19.14,2.211772901428074,2.211772901428074,0.6588188976377952
400.0,40.7,32.4,14.96,200.0,2.27,62.2,27.5,0.92,85.76,1.89,63.0,14.0,157.0,1156.0,622.0,0.55,0.12,5.0,65.0,36.94,42.55,600.0,42.333333333333336,27.89,19.14,2.211772901428074,2.211772901428074,0.6588188976377952
450.0,40.7,32.4,14.96,200.0,2.27,62.2,27.5,0.92,85.76,1.89,53.0,14.0,105.0,1161.0,625.0,0.35,0.12,5.0,65.0,56.05,61.15,650.0,41.56923076923077,28.875384615384615,18.818461538461538,2.208960104643558,2.208960104643558,0.6946336047372317
450.0,40.7,32.4,14.96,200.0,2.27,62.2,27.5,0.92,85.76,1.89,58.0,10.0,145.0,1132.0,609.0,0.45,0.12,5.0,65.0,41.4,42.24,650.0,41.56923076923077,28.875384615384615,18.818461538461538,2.208960104643558,2.208960104643558,0.6946336047372317
450.0,40.7,32.4,14.96,200.0,2.27,62.2,27.5,0.92,85.76,1.89,99.0,12.0,149.0,1102.0,594.0,0.55,0.12,5.0,65.0,35.03,37.32,650.0,41.56923076923077,28.875384615384615,18.818461538461538,2.208960104643558,2.208960104643558,0.6946336047372317
500.0,40.7,32.4,14.96,200.0,2.27,62.2,27.5,0.92,85.76,1.89,50.0,12.0,125.0,1115.0,600.0,0.35,0.12,5.0,65.0,52.23,59.5,700.0,40.91428571428571,29.72,18.542857142857144,2.2064714946070874,2.2064714946070874,0.7263966480446927
500.0,40.7,32.4,14.96,200.0,2.27,62.2,27.5,0.92,85.76,1.89,90.0,14.0,135.0,1082.0,583.0,0.45,0.12,5.0,65.0,40.13,42.93,700.0,40.91428571428571,29.72,18.542857142857144,2.2064714946070874,2.2064714946070874,0.7263966480446927
500.0,40.7,32.4,14.96,200.0,2.27,62.2,27.5,0.92,85.76,1.89,92.0,10.0,183.0,1050.0,565.0,0.55,0.12,5.0,60.0,32.61,34.4,700.0,40.91428571428571,29.72,18.542857142857144,2.2064714946070874,2.2064714946070874,0.7263966480446927
75.0,40.15,35.32,15.63,175.0,3.25,50.13,27.28,0.0,0.0,0.0,80.0,16.0,120.0,1088.0,806.0,0.8,0.3,0.0,60.0,28.64,32.48,250.0,45.687,14.32,23.785,1.920832457431154,1.920832457431154,0.3134370827587717
85.0,40.15,35.32,15.63,200.0,3.25,50.13,27.28,0.0,0.0,0.0,80.0,16.0,120.0,1070.0,793.0,0.7,0.3,0.5,60.0,31.52,36.27,285.0,45.71298245614035,14.255263157894737,23.80543859649123,1.920274741876764,1.920274741876764,0.31184277183340753
100.0,40.15,35.32,15.63,233.0,3.25,50.13,27.28,0.0,0.0,0.0,80.0,16.0,120.0,1046.0,776.0,0.6,0.3,1.3,60.0,34.88,40.63,333.0,45.68255255255256,14.33108108108108,23.781501501501502,1.9209280183451949,1.9209280183451949,0.3137101646103249
120.0,40.15,35.32,15.63,280.0,3.25,50.13,27.28,0.0,0.0,0.0,80.0,16.0,120.0,1013.0,751.0,0.5,0.3,1.6,60.0,38.97,44.76,400.0,45.687000000000005,14.32,23.785,1.9208324574311544,1.9208324574311544,0.31343708275877163
150.0,40.15,35.32,15.63,350.0,3.25,50.13,27.28,0.0,0.0,0.0,80.0,16.0,120.0,963.0,714.0,0.4,0.3,1.9,60.0,47.35,54.18,500.0,45.687,14.32,23.785,1.920832457431154,1.920832457431154,0.3134370827587717
200.0,40.15,35.32,15.63,466.0,3.25,50.13,27.28,0.0,0.0,0.0,80.0,16.0,120.0,880.0,752.0,0.3,0.3,2.1,60.0,52.61,59.84,666.0,45.68255255255256,14.33108108108108,23.781501501501502,1.9209280183451949,1.9209280183451949,0.3137101646103249
